chrom,start,end,symbol,id,num_snps,ens_g,num_wins_2500bp,num_snps_2500bp
3,46899356,46904973,MYL3,4634,10.0,ENSG00000160808,1,19
3,46753605,46759796,PRSS50,29122,22.0,ENSG00000283706,1,30
3,45017740,45052962,EXOSC7,23016,83.0,ENSG00000075914,2,76
3,46710484,46735194,ALS2CL,259173,79.0,ENSG00000178038,2,86
3,46598887,46601178,LRRC2-AS1,83598,13.0,ENSG00000268324,1,32
3,46556877,46608040,LRRC2,79442,204.0,ENSG00000163827,5,201
3,46539484,46542439,RTP3,83597,10.0,ENSG00000163825,1,24
3,46477495,46506598,LTF,4057,135.0,ENSG00000012223,3,136
3,46448720,46451014,CCRL2,9034,9.0,ENSG00000121797,1,24
3,46411632,46417697,CCR5,1234,17.0,ENSG00000160791,1,27
3,46616044,46623952,TDGF1,6997,40.0,ENSG00000241186,2,54
3,44956752,45017674,ZDHHC3,51304,79.0,ENSG00000163812,2,80
3,44916097,44956088,TGM4,7047,112.0,ENSG00000281886,3,114
3,44903407,44907154,TMEM42,131616,2.0,ENSG00000280516,1,11
3,42947657,42960825,ZNF662,389114,22.0,ENSG00000182983,1,23
3,42913683,42917633,CYP8B1,1582,9.0,ENSG00000180432,1,21
3,42824399,42845934,HIGD1A,25994,49.0,ENSG00000181061,1,45
3,42774066,42786650,CCDC13-AS1,100874114,34.0,ENSG00000173811,1,46
3,42749873,42814745,CCDC13,152206,159.0,ENSG00000244607,3,150
3,42734154,42744319,HHATL,57467,27.0,ENSG00000010282,1,28
3,42977833,42984283,KRBOX1,100506243,5.0,ENSG00000240747,1,14
3,42727010,42733938,KLHL40,131377,8.0,ENSG00000157119,1,17
3,42642146,42690233,NKTR,4820,135.0,ENSG00000114857,3,127
3,42632297,42636490,SS18L2,51188,11.0,ENSG00000008324,1,24
3,42589458,42623520,SEC22C,9117,96.0,ENSG00000093183,2,97
3,42544103,42579065,VIPR1,7433,87.0,ENSG00000114812,2,94
3,42438574,42452065,LYZL4,131375,27.0,ENSG00000157093,1,34
3,42299317,42305439,CCK,885,15.0,ENSG00000187094,1,24
3,42695175,42709072,ZBTB47,92999,32.0,ENSG00000114853,1,42
3,41288089,42003660,ULK4,54986,2588.0,ENSG00000168038,48,2361
3,43328003,43392634,SNRK,54861,78.0,ENSG00000163788,2,69
3,43407817,43663560,ANO10,55129,509.0,ENSG00000160746,10,460
3,44803208,44894748,KIF15,56992,104.0,ENSG00000163808,2,97
3,44790235,44803173,KIAA1143,57456,16.0,ENSG00000163807,1,21
3,44771097,44778575,ZNF501,115560,16.0,ENSG00000186446,1,28
3,44754134,44765323,ZNF502,91392,14.0,ENSG00000196653,1,21
3,44690232,44702283,ZNF35,7584,9.0,ENSG00000281306,1,11
3,44666510,44686752,ZNF197,10168,34.0,ENSG00000281709,1,35
3,43388410,43393454,SNRK-AS1,100873954,4.0,ENSG00000256211,1,10
3,44626455,44637557,ZNF660,285349,6.0,ENSG00000280661,1,10
3,44540461,44552128,ZNF852,285346,10.0,ENSG00000178917,1,18
3,44481261,44519162,ZNF445,353274,66.0,ENSG00000185219,2,62
3,44379943,44450940,TCAIM,285343,154.0,ENSG00000179152,3,145
3,44283377,44373590,TOPAZ1,375337,208.0,ENSG00000173769,4,194
3,44155703,44155802,MIR138-1,406929,0.0,ENSG00000207954,1,13
3,43732374,43764217,ABHD5,51099,84.0,ENSG00000011198,2,86
3,44596712,44613650,ZKSCAN7,55888,41.0,ENSG00000281894,1,43
3,47057897,47205467,SETD2,29072,217.0,ENSG00000181555,4,198
3,28616768,28799828,LINC00693,645206,610.0,None,12,575
3,28363843,28390618,AZI2,64343,33.0,ENSG00000163512,1,34
3,9879532,9885702,RPUSD3,285367,11.0,ENSG00000156990,1,24
3,9908393,9921938,CIDEC,63924,33.0,ENSG00000187288,1,44
3,9932270,9936031,JAGN1,84522,15.0,ENSG00000171135,1,26
3,9944295,9958084,IL17RE,132014,42.0,ENSG00000163701,2,54
3,9958781,9975305,IL17RC,84818,39.0,ENSG00000163702,1,45
3,9975524,9987097,CRELD1,78987,30.0,ENSG00000163703,1,32
3,9987225,9994078,PRRT3,285368,11.0,ENSG00000163704,1,21
3,9989087,9996471,PRRT3-AS1,100874032,15.0,ENSG00000230082,1,22
3,10005635,10028522,EMC3,55831,68.0,ENSG00000125037,2,73
3,10068112,10141344,FANCD2,2177,240.0,ENSG00000144554,5,224
3,10123003,10149915,FANCD2OS,115795,75.0,ENSG00000163705,2,78
3,10157332,10168874,BRK1,55845,61.0,ENSG00000254999,2,79
3,10183318,10195354,VHL,7428,49.0,ENSG00000134086,2,58
3,10206562,10285427,IRAK2,3656,252.0,ENSG00000134070,6,251
3,10290176,10322906,TATDN2,9797,112.0,ENSG00000157014,3,106
3,10326102,10327430,LINC00852,84657,2.0,ENSG00000231177,1,14
3,10327431,10335133,GHRLOS,100126793,17.0,ENSG00000240288,1,30
3,12194567,12200851,TIMP4,7079,23.0,ENSG00000157150,1,29
3,12045861,12233532,SYN2,6854,539.0,ENSG00000157152,10,478
3,11831918,11888352,TAMM41,132001,153.0,ENSG00000144559,4,153
3,11597543,11685398,VGLL4,9686,378.0,ENSG00000144560,8,371
3,11314009,11599139,ATG7,10533,747.0,ENSG00000197548,14,667
3,11196213,11304939,HRH1,3269,345.0,ENSG00000196639,7,319
3,9851643,9878040,TTLL3,26140,117.0,ENSG00000214021,3,114
3,11047783,11060910,SLC6A1-AS1,100874090,42.0,ENSG00000232287,2,51
3,10857916,10980146,SLC6A11,6538,390.0,ENSG00000132164,8,385
3,10801168,10805877,LINC00606,285370,19.0,ENSG00000226567,1,38
3,10436172,10436246,MIR885,100126334,0.0,ENSG00000216135,1,31
3,10365706,10547268,ATP2B2,491,591.0,ENSG00000157087,12,580
3,10342614,10362858,SEC13,6396,77.0,ENSG00000157020,2,74
3,10327433,10334631,GHRL,51738,16.0,ENSG00000157017,1,29
3,11034419,11080935,SLC6A1,6529,158.0,ENSG00000157103,4,162
3,9821647,9834695,TADA3,10474,33.0,ENSG00000171148,1,42
3,9799028,9811668,CAMK1,8536,21.0,ENSG00000134072,1,26
3,9791627,9799089,OGG1,4968,19.0,ENSG00000114026,1,24
3,5163929,5222601,ARL8B,55207,176.0,ENSG00000134108,4,154
3,5021096,5026865,BHLHE40,8553,17.0,ENSG00000134107,1,29
3,4939913,5021646,BHLHE40-AS1,100507582,335.0,ENSG00000235831,7,326
3,4535031,4889524,ITPR1,3708,1219.0,ENSG00000150995,24,1158
3,4402828,4508966,SUMF1,285362,363.0,ENSG00000144455,7,348
3,4344987,4358949,SETMAR,6419,31.0,ENSG00000170364,1,32
3,5229358,5261650,EDEM1,9695,60.0,ENSG00000134109,2,80
3,3841120,3889387,LRRN1,57633,161.0,ENSG00000175928,4,159
3,3108007,3152058,IL5RA,3568,143.0,ENSG00000091181,4,160
3,2152092,2185925,CNTN4-AS2,100873976,135.0,ENSG00000227588,3,143
3,2140549,3099645,CNTN4,152330,4405.0,ENSG00000144619,82,4091
3,1134628,1445278,CNTN6,27255,1617.0,ENSG00000134115,30,1471
3,238278,451097,CHL1,10752,901.0,ENSG00000134121,18,861
3,100428385,100467811,TFG,10342,76.0,ENSG00000114354,2,73
3,3191316,3221401,CRBN,51185,125.0,ENSG00000113851,3,129
3,12393000,12475855,PPARG,5468,188.0,ENSG00000132170,4,176
3,5291861,5291940,MIR4790,100616334,0.0,ENSG00000265180,1,14
3,8262833,8543344,LMCD1-AS1,100288428,846.0,ENSG00000274454,17,804
3,9773433,9789699,BRPF1,7862,30.0,ENSG00000156983,1,39
3,9745509,9771592,CPNE9,151835,45.0,ENSG00000144550,2,55
3,9691116,9744078,MTMR14,64419,87.0,ENSG00000163719,2,86
3,9540044,9595486,LHFPL4,375323,218.0,ENSG00000156959,5,205
3,9439402,9519838,SETD5,55209,166.0,ENSG00000168137,4,156
3,9404716,9428475,THUMPD3,25917,62.0,ENSG00000134077,2,74
3,6902801,7783218,GRM7,2917,3138.0,ENSG00000196277,59,2917
3,9258578,9261192,SRGAP3-AS3,100288831,8.0,ENSG00000227929,1,33
3,8918879,9005159,RAD18,56852,369.0,ENSG00000070950,8,357
3,8792094,8811300,OXTR,5021,88.0,ENSG00000180914,3,113
3,8775485,8788451,CAV3,859,58.0,ENSG00000182533,2,74
3,8661085,8686484,SSUH2,51066,63.0,ENSG00000125046,2,67
3,8613467,8616354,LINC00312,29931,13.0,None,1,24
3,8543492,8609811,LMCD1,29995,247.0,ENSG00000071282,5,245
3,9022275,9291369,SRGAP3,9901,861.0,ENSG00000196220,17,809
3,28431988,28566632,ZCWPW2,152098,196.0,ENSG00000206559,4,185
3,12526009,12574820,TSEN2,80746,222.0,ENSG00000154743,5,216
3,12625099,12705700,RAF1,5894,252.0,ENSG00000132155,5,232
3,16974581,17132098,PLCL2,23228,419.0,ENSG00000154822,8,387
3,17198653,17784240,TBC1D5,9779,1513.0,ENSG00000131374,28,1361
3,18004063,18310410,LOC339862,339862,660.0,None,13,609
3,18389132,18480265,SATB1,6304,210.0,ENSG00000182568,4,200
3,19190016,19577135,KCNH8,131096,582.0,ENSG00000183960,11,526
3,19356339,19356423,MIR4791,100616291,0.0,ENSG00000271898,1,17
3,19920965,19975706,EFHB,151651,189.0,ENSG00000163576,4,191
3,19988571,20026667,RAB5A,5868,166.0,ENSG00000144566,4,158
3,20026835,20053765,PP2D1,151649,123.0,ENSG00000183977,3,124
3,20081523,20195896,KAT2B,8850,531.0,ENSG00000114166,10,499
3,21447217,21448177,VENTXP7,391518,13.0,ENSG00000281567,1,36
3,21462489,21792816,ZNF385D,79750,1395.0,ENSG00000151789,26,1286
3,23244783,23632296,UBE2E2,7325,1466.0,ENSG00000182247,28,1351
3,23375625,23648882,MIR548AC,100616384,1026.0,ENSG00000264419,19,945
3,23847383,23933131,UBE2E1,7324,202.0,ENSG00000170142,4,183
3,23933571,23958537,NKIRAS1,28512,65.0,ENSG00000197885,2,60
3,23958617,23962347,RPL15,6138,6.0,ENSG00000174748,1,16
3,28283123,28361263,CMC1,152100,175.0,ENSG00000187118,4,155
3,27757439,27764206,EOMES,8320,13.0,ENSG00000163508,1,20
3,27414211,27498245,SLC4A7,9497,289.0,ENSG00000033867,6,284
3,27257096,27410912,NEK10,152110,581.0,ENSG00000163491,11,547
3,26664299,26752265,LRRC3B,116135,249.0,ENSG00000179796,5,232
3,25900022,25915186,LINC00692,285326,38.0,ENSG00000230891,1,48
3,16628300,16647006,DAZL,1618,94.0,ENSG00000092345,2,99
3,25831562,25836025,OXSM,54995,5.0,ENSG00000151093,1,13
3,25639395,25705863,TOP2B,7155,130.0,ENSG00000077097,3,121
3,25469833,25639422,RARB,5915,670.0,ENSG00000077092,13,616
3,24535577,24541502,THRB-AS1,644990,16.0,ENSG00000135502,1,25
3,24158644,24536313,THRB,7068,1208.0,ENSG00000151090,23,1130
3,24141464,24144738,LINC00691,152024,11.0,ENSG00000224074,1,25
3,23986750,24022109,NR1D2,9975,106.0,ENSG00000174738,3,108
3,25760434,25824989,NGLY1,55768,127.0,ENSG00000151092,3,119
3,16357351,16555222,RFTN1,23180,691.0,ENSG00000131378,13,625
3,16306666,16347594,OXNAD1,92106,130.0,ENSG00000154814,3,130
3,16298567,16306496,DPH3,285381,34.0,ENSG00000154813,1,43
3,14220227,14239869,LSM3,27258,35.0,ENSG00000170860,1,49
3,14186647,14220172,XPC,7508,77.0,ENSG00000154767,2,85
3,14166439,14185180,TMEM43,79188,46.0,ENSG00000170876,2,59
3,14153576,14166371,CHCHD4,131474,25.0,ENSG00000163528,1,37
3,13974552,13978444,FGD5P1,100132526,6.0,ENSG00000275340,1,13
3,13860081,13921618,WNT7A,7476,232.0,ENSG00000154764,5,221
3,14444075,14530857,SLC6A6,6533,212.0,ENSG00000131389,5,214
3,13692220,13788132,LINC00620,285375,364.0,ENSG00000224514,8,354
3,13521714,13547924,HDAC11,79885,64.0,ENSG00000163517,2,73
3,13357736,13461809,NUP210,23225,343.0,ENSG00000132182,7,337
3,12938541,13114617,IQSEC1,9922,548.0,ENSG00000144711,11,526
3,12876443,12881949,RPL32,6161,25.0,ENSG00000144713,1,38
3,12838170,12876313,CAND2,23066,142.0,ENSG00000144712,3,133
3,12775391,12800808,TMEM40,55287,70.0,ENSG00000088726,2,80
3,13590624,13679922,FBLN2,2199,353.0,ENSG00000163520,7,342
3,12598512,12625210,MKRN2,23609,79.0,ENSG00000075975,2,75
3,14693252,14714166,CCDC174,51244,60.0,ENSG00000154781,2,68
3,14860468,14976072,FGD5,152273,564.0,ENSG00000154783,11,531
3,16216183,16271253,GALNT15,117248,205.0,ENSG00000131386,5,204
3,15915277,15915356,MIR563,693148,0.0,ENSG00000207815,1,10
3,15708743,15901053,ANKRD28,23243,429.0,ENSG00000206560,8,391
3,15643254,15687325,BTD,686,95.0,ENSG00000169814,3,102
3,15602239,15643130,HACL1,26061,98.0,ENSG00000131373,2,93
3,15537745,15537815,MIR4270,100422868,0.0,ENSG00000263573,1,17
3,14716605,14814543,C3orf20,84077,259.0,ENSG00000131379,6,257
3,15491639,15563258,COLQ,8292,247.0,ENSG00000206561,5,242
3,15451376,15469042,METTL6,131965,48.0,ENSG00000206562,2,53
3,15295690,15306005,SH3BP5-AS1,100505696,23.0,ENSG00000224660,1,31
3,15247732,15294423,CAPN7,23473,44.0,ENSG00000131375,1,48
3,15216269,15222478,COL6A4P1,344875,22.0,ENSG00000230524,1,34
3,15090018,15106816,MRPS25,64432,37.0,ENSG00000131368,1,37
3,14989235,15090780,NR2C2,7182,217.0,ENSG00000177463,5,201
3,15469063,15484120,EAF1,85403,23.0,ENSG00000144597,1,29
3,47205859,47285606,KIF9-AS1,285352,114.0,ENSG00000233705,3,107
3,15295862,15374136,SH3BP5,9467,228.0,ENSG00000131370,5,218
3,47324329,47388306,KLHL18,23276,65.0,ENSG00000114648,2,71
3,59735035,61237133,FHIT,2272,6904.0,ENSG00000189283,128,6387
3,61547242,62280573,PTPRG,5793,2534.0,ENSG00000144724,46,2286
3,62247493,62304622,PTPRG-AS1,100506994,75.0,ENSG00000241472,2,74
3,62305395,62319320,C3orf14,57415,16.0,ENSG00000114405,1,16
3,62355346,62359190,FEZF2,55079,3.0,ENSG00000153266,1,9
3,62384020,62861064,CADPS,8618,1953.0,ENSG00000163618,37,1815
3,62936132,63110737,LINC00698,285401,597.0,ENSG00000244342,12,565
3,63263913,63602597,SYNPR,132204,1383.0,ENSG00000163630,26,1295
3,63409271,63535727,SYNPR-AS1,100874016,552.0,ENSG00000241359,11,509
3,63638343,63650891,SNTN,132203,61.0,ENSG00000188817,2,85
3,63805040,63834312,C3orf49,132200,36.0,ENSG00000163632,1,35
3,63819545,63849597,THOC7,80145,43.0,ENSG00000163634,1,45
3,63884074,63989136,ATXN7,6314,181.0,ENSG00000163635,4,167
3,63989697,63997917,PSMD6-AS2,100507062,27.0,ENSG00000239653,1,27
3,63996224,64009282,PSMD6,9861,35.0,ENSG00000163636,1,47
3,64053639,64088807,PRICKLE2-AS1,100652759,93.0,ENSG00000241111,2,95
3,64079525,64211131,PRICKLE2,166336,480.0,ENSG00000163637,10,459
3,69068977,69101484,TMF1,7110,67.0,ENSG00000144747,2,70
3,69024367,69062774,EOGT,285203,127.0,ENSG00000163378,3,129
3,67425140,67705038,SUCLG2,8801,1136.0,ENSG00000172340,22,1066
3,67275887,67275951,MIR4272,100422941,0.0,ENSG00000283298,1,11
3,67048726,67061632,KBTBD8,84541,17.0,ENSG00000163376,1,25
3,66429220,66550845,LRIG1,26018,300.0,ENSG00000144749,6,293
3,58619669,58652561,FAM3D,131177,136.0,ENSG00000198643,4,163
3,66119284,66429351,SLC25A26,115286,620.0,ENSG00000282739,12,586
3,65339905,66024509,MAGI1,9223,2450.0,ENSG00000151276,45,2245
3,64705682,64941858,MIR548A2,693126,872.0,ENSG00000207689,17,822
3,64670545,64997143,ADAMTS9-AS2,100507098,1323.0,ENSG00000260727,25,1228
3,64501330,64673365,ADAMTS9,56999,467.0,ENSG00000163638,10,454
3,64173219,64187236,PRICKLE2-AS3,100874243,60.0,ENSG00000258186,2,83
3,64089145,64092034,PRICKLE2-AS2,100874242,8.0,ENSG00000232860,1,15
3,65879490,65910972,MAGI1-AS1,100873983,83.0,ENSG00000240175,2,86
3,58549844,58563491,FAM107A,11170,35.0,ENSG00000168309,1,45
3,58490862,58522929,ACOX2,8309,71.0,ENSG00000168306,2,73
3,58477822,58488087,KCTD6,200845,24.0,ENSG00000168301,1,27
3,55886519,55886622,MIR3938,100500875,1.0,ENSG00000264013,1,12
3,55691242,55693497,ERC2-IT1,711,7.0,ENSG00000281708,1,18
3,55542335,56502391,ERC2,26059,3172.0,ENSG00000187672,59,2924
3,55499742,55515426,WNT5A,7474,29.0,ENSG00000114251,1,34
3,54952380,54962072,LRTM1,57408,29.0,ENSG00000144771,1,43
3,54908631,54935282,CACNA2D3-AS1,100874237,92.0,ENSG00000243715,2,96
3,56591183,56655848,CCDC66,285331,331.0,ENSG00000180376,7,317
3,54666150,54673884,ESRG,790952,19.0,ENSG00000265992,1,27
3,53901093,53916229,ACTR8,93973,53.0,ENSG00000113812,2,54
3,53880576,53899827,IL17RB,55540,72.0,ENSG00000056736,2,78
3,53850323,53880420,CHDH,55349,103.0,ENSG00000016391,3,107
3,53529075,53846492,CACNA1D,776,786.0,ENSG00000157388,15,740
3,53317444,53381654,DCP1A,55802,118.0,ENSG00000272886,3,110
3,53259652,53290130,TKT,7086,151.0,ENSG00000163931,4,160
3,54156692,55108584,CACNA2D3,55799,3004.0,ENSG00000157445,56,2778
3,69098108,69098186,MIR3136,100422859,0.0,ENSG00000265355,1,8
3,56761445,57113336,ARHGEF3,50650,1135.0,ENSG00000163947,22,1053
3,57094468,57109460,SPATA12,353324,46.0,ENSG00000186451,2,57
3,58413356,58419579,PDHB,5162,26.0,ENSG00000168291,1,41
3,58318616,58410878,PXK,54899,435.0,ENSG00000168297,9,411
3,58223258,58280461,ABHD6,57406,235.0,ENSG00000163686,5,244
3,58178352,58196730,DNASE1L3,1776,66.0,ENSG00000163687,2,82
3,57994126,58157982,FLNB,2317,430.0,ENSG00000136068,8,398
3,57743173,57914894,SLMAP,7871,287.0,ENSG00000163681,6,265
3,56974067,56994880,ARHGEF3-AS1,100874200,84.0,ENSG00000240198,2,87
3,57611180,57678816,DENND6A,201627,166.0,ENSG00000174839,4,174
3,57541980,57547768,PDE12,201626,13.0,ENSG00000174840,1,19
3,57327726,57530071,DNAH12,201625,874.0,ENSG00000174844,16,778
3,57310555,57326132,ASB14,142686,28.0,ENSG00000239388,1,32
3,57261764,57307498,APPL1,26060,83.0,ENSG00000157500,2,73
3,57231943,57234280,HESX1,8820,2.0,ENSG00000163666,1,5
3,57124009,57199403,IL17RD,54756,220.0,ENSG00000144730,5,210
3,57557089,57583215,ARF4,378,84.0,ENSG00000168374,2,82
3,53195222,53226733,PRKCD,5580,71.0,ENSG00000163932,2,80
3,69103880,69129524,UBA3,9039,56.0,ENSG00000144744,2,59
3,69156038,69171746,LMOD3,56203,30.0,ENSG00000163380,1,38
3,93781854,93845630,NSUN3,63899,57.0,ENSG00000178694,2,60
3,94657106,94895083,LINC00879,255025,876.0,ENSG00000239589,16,795
3,96533424,97467786,EPHA6,285220,1370.0,ENSG00000080224,25,1235
3,97483594,97517373,ARL6,84100,83.0,ENSG00000113966,2,85
3,97540883,97663830,CRYBG3,131544,185.0,ENSG00000080200,4,166
3,97716287,97754148,GABRR3,200959,93.0,ENSG00000183185,3,107
3,97806016,97806946,OR5AC2,81050,4.0,ENSG00000196578,1,28
3,97851541,97852483,OR5H1,26341,4.0,ENSG00000231192,1,16
3,97868229,97869162,OR5H14,403273,4.0,ENSG00000236032,1,34
3,97887543,97888485,OR5H15,403274,7.0,ENSG00000233412,1,27
3,97983128,97984106,OR5H6,79295,8.0,ENSG00000230301,2,54
3,98001731,98002676,OR5H2,79310,3.0,ENSG00000197938,1,31
3,98072697,98073663,OR5K4,403278,2.0,ENSG00000196098,1,8
3,98109509,98110475,OR5K3,403277,2.0,ENSG00000206536,1,23
3,98188420,98189372,OR5K1,26339,1.0,ENSG00000232382,1,13
3,98216524,98217475,OR5K2,402135,2.0,ENSG00000231861,1,9
3,98234316,98241910,CLDND1,56650,10.0,ENSG00000080822,1,17
3,47269515,47324337,KIF9,64147,84.0,ENSG00000088727,2,76
3,100120036,100175170,LNP1,348801,86.0,ENSG00000206535,2,87
3,100053561,100074478,NIT2,56954,65.0,ENSG00000114021,2,71
3,99979660,100044096,TBC1D23,55773,127.0,ENSG00000036054,3,108
3,99683157,99683242,MIR3921,100500859,0.0,ENSG00000264897,1,10
3,99551987,99833349,FILIP1L,11259,408.0,ENSG00000168386,8,374
3,93733214,93747454,STX19,415117,18.0,ENSG00000178750,1,16
3,99536677,99897476,CMSS1,84319,506.0,ENSG00000184220,10,461
3,99273152,99717059,MIR548G,100313938,1034.0,ENSG00000221369,19,950
3,98514813,98620533,DCBLD2,131566,320.0,ENSG00000057019,6,287
3,98451547,98514689,ST3GAL6,10402,188.0,ENSG00000064225,4,173
3,98433176,98451495,ST3GAL6-AS1,100874207,57.0,ENSG00000227906,2,71
3,98298289,98312455,CPOX,1371,50.0,ENSG00000080819,2,58
3,98250742,98251994,GPR15,2838,2.0,ENSG00000154165,1,17
3,99357439,99515577,COL8A1,1295,407.0,ENSG00000144810,8,387
3,93698982,93774522,ARL13B,200894,66.0,ENSG00000169379,2,63
3,93591880,93692934,PROS1,5627,91.0,ENSG00000184500,2,91
3,89156673,89531284,EPHA3,2042,757.0,ENSG00000044524,14,694
3,73431651,73674072,PDZRN3,23024,648.0,ENSG00000121440,13,602
3,73110809,73112471,EBLN2,55096,9.0,ENSG00000255423,1,17
3,73046118,73115011,PPP4R2,151987,307.0,ENSG00000163605,6,263
3,72937384,73024522,GXYLT2,727936,284.0,ENSG00000172986,6,258
3,72798427,72897598,SHQ1,55164,140.0,ENSG00000144736,3,136
3,72423743,72495774,RYBP,23429,83.0,ENSG00000163602,2,82
3,74311721,74570343,CNTN3,5067,705.0,ENSG00000113805,14,658
3,72200407,72223490,LINC00870,201617,77.0,ENSG00000243083,2,92
3,71803200,71804328,GPR27,2850,0.0,ENSG00000170837,1,11
3,71728439,71774526,EIF4E3,317649,167.0,ENSG00000163412,4,168
3,71591120,71591240,MIR1284,100302112,0.0,ENSG00000221264,1,6
3,71003864,71180092,FOXP1,27086,279.0,ENSG00000114861,6,253
3,69788585,70017488,MITF,4286,488.0,ENSG00000187098,10,462
3,69219145,69435430,FRMD4B,23150,747.0,ENSG00000114541,14,696
3,71820805,71834357,PROK2,60675,31.0,ENSG00000163421,1,38
3,69134089,69155239,ARL6IP5,10550,58.0,ENSG00000144746,2,62
3,75263626,75263699,MIR4444-1,100616394,0.0,ENSG00000284252,1,9
3,75679913,75680009,MIR1324,100302212,0.0,ENSG00000283894,0,0
3,88198892,88207115,C3orf38,285237,18.0,ENSG00000179021,1,25
3,88188261,88193814,ZNF654,55279,11.0,ENSG00000175105,1,17
3,88101099,88108146,CGGBP1,8545,25.0,ENSG00000163320,1,40
3,88031725,88042919,HTR1F,3355,31.0,ENSG00000179097,1,37
3,87308782,87325737,POU1F1,5449,39.0,ENSG00000064835,1,46
3,87276412,87304698,CHMP2B,25978,77.0,ENSG00000083937,2,84
3,75470702,75484266,FAM86DP,692099,1.0,ENSG00000244026,1,3
3,87275338,87275427,MIR4795,100616161,0.0,ENSG00000264119,1,9
3,85849136,85877200,CADM2-AS2,100874037,75.0,ENSG00000241648,2,83
3,85434859,85434942,MIR5688,100847077,0.0,ENSG00000264084,1,9
3,85008132,86123579,CADM2,253559,3253.0,ENSG00000175161,59,2931
3,81538849,81810950,GBE1,2632,551.0,ENSG00000114480,10,499
3,78646387,79817059,ROBO1,6091,2993.0,ENSG00000169855,55,2711
3,75786028,75834255,ZNF717,100131827,145.0,ENSG00000227124,3,143
3,86987122,87040257,VGLL3,389136,62.0,ENSG00000206538,2,66
3,53122500,53164470,RFT1,91869,111.0,ENSG00000163933,3,119
3,77089293,77699114,ROBO2,6092,2208.0,ENSG00000185008,41,2028
3,52847005,52864717,ITIH4,3700,39.0,ENSG00000055955,2,52
3,49059073,49060926,NDUFAF3,25915,0.0,ENSG00000178057,1,3
3,49058050,49058142,MIR191,406966,0.0,ENSG00000207605,1,3
3,49061761,49066875,IMPDH2,3615,4.0,ENSG00000178035,1,6
3,49067141,49131504,QRICH1,54870,79.0,ENSG00000198218,2,66
3,49146105,49158371,USP19,10869,8.0,ENSG00000172046,1,13
3,49158546,49170599,LAMB2,3913,10.0,ENSG00000172037,1,17
3,49190291,49191834,LAMB2P1,22973,1.0,ENSG00000203875,1,8
3,49199967,49203785,CCDC71,64925,4.0,ENSG00000177352,1,6
3,49209017,49213919,KLHDC8B,200942,7.0,ENSG00000185909,1,18
3,49306029,49314508,C3orf62,375341,13.0,ENSG00000188315,1,15
3,49311552,49311619,MIR4271,100422952,0.0,ENSG00000264633,1,9
3,49314576,49377536,USP4,7375,79.0,ENSG00000114316,2,84
3,49394608,49395791,GPX1,2876,3.0,ENSG00000233276,1,11
3,49396578,49449526,RHOA,387,106.0,ENSG00000067560,3,102
3,49449638,49453909,TCTA,6988,8.0,ENSG00000145022,1,16
3,49454210,49460111,AMT,275,10.0,ENSG00000145020,1,15
3,49459765,49466757,NICN1,84276,9.0,ENSG00000145029,1,17
3,49946301,49967445,MON1A,84315,29.0,ENSG00000164077,1,31
3,49924435,49941306,MST1R,4486,27.0,ENSG00000164078,1,29
3,49895421,49907369,CAMKV,79012,20.0,ENSG00000164076,1,22
3,49866027,49893992,TRAIP,10293,44.0,ENSG00000183763,1,42
3,49842637,49851391,UBA7,7318,10.0,ENSG00000182179,1,14
3,49828166,49837254,CDHR4,389118,17.0,ENSG00000187492,1,22
3,49057580,49057667,MIR425,494337,0.0,ENSG00000199032,1,3
3,49761727,49823973,IP6K1,9807,123.0,ENSG00000176095,3,112
3,49754266,49757238,AMIGO3,386724,1.0,ENSG00000176020,1,8
3,49726949,49758962,RNF123,63891,51.0,ENSG00000164068,2,53
3,49721379,49726196,MST1,4485,6.0,ENSG00000173531,1,9
3,49711434,49720934,APEH,327,7.0,ENSG00000164062,1,16
3,49591921,49708982,BSN,8927,179.0,ENSG00000164061,4,168
3,49507564,49573051,DAG1,1605,118.0,ENSG00000173402,3,114
3,49758931,49761384,GMPPB,29925,2.0,ENSG00000173540,1,11
3,49052920,49056041,DALRD3,55152,4.0,ENSG00000178149,1,8
3,49044636,49053386,WDR6,11180,8.0,ENSG00000178252,1,9
3,49027340,49044581,P4HTM,54681,12.0,ENSG00000178467,1,15
3,48335588,48342848,NME6,10201,13.0,ENSG00000172113,1,30
3,48282595,48312479,ZNF589,51385,49.0,ENSG00000164048,2,56
3,48264836,48266981,CAMP,820,1.0,ENSG00000164047,1,8
3,48238053,48238106,MIR4443,100616407,0.0,ENSG00000265483,1,7
3,48198667,48229801,CDC25A,993,41.0,ENSG00000164045,1,36
3,47892179,48130769,MAP4,4134,279.0,ENSG00000047849,5,249
3,48348335,48369831,SPINK8,646424,46.0,ENSG00000229453,2,53
3,47891044,47891119,MIR1226,100302232,0.0,ENSG00000221585,1,6
3,47627377,47823405,SMARCC1,6599,239.0,ENSG00000173473,5,223
3,47603727,47620359,CSPG5,10675,24.0,ENSG00000114646,1,28
3,47537129,47555199,ELP6,54859,37.0,ENSG00000163832,1,37
3,47455183,47517445,SCAP,22937,61.0,ENSG00000114650,2,66
3,52937582,53080089,SFMBT1,51460,326.0,ENSG00000163935,6,288
3,47422490,47454931,PTPN23,25930,38.0,ENSG00000076201,1,40
3,47844398,47891686,DHX30,22907,46.0,ENSG00000132153,1,48
